ShortName,LongName,Issn
L’Endocrinologo,Springer Science+Business Media B.V.,1590-170X(Paper)1720-8351(Online)
L’Enseignement Mathématique,Enseignement Mathématique,0013-8584
L’Indice dei Libri del Mese,L’Indice dei Libri del Mese,0393-3903(Paper)1824-4386(Online)
L’Obesita,Editrice Kurtis,(Paper)1720-8394(Online)
L’Orthodontie Française,EDP Sciences,1966-5202(Paper)1954-3395(Online)
L1-Educational Studies in Language and Literature,Springer Science+Business Media B.V.,1567-6617
La Camera Blu: Revista di Studi di Genere,Universita di Napoli ,1827-9198
La Chirurgia degli Organi di Movimento ,Springer Science+Business Media B.V.,0009-4749(Paper)1973-2538(Online)
La Cible,AFITEP,0752-5214
La Clinica Terapeutica,Societa Editrice il Mulino SPA,0009-9074
"La corï¿½nica: A Journal of Medieval Hispanic Languages, Literatures, and Cultures (Project Muse)",Department of Spanish and Portuguese - University of Kansas,0193-3892
La Cultura,Societa Editrice il Mulino SPA,0393-1560
La Documentation Catholique,Bayard Presse/Svc Client,0012-4613
La Gazette des communes ,Groupe Moniteur,0769-3508
La Houille Blanche,EDP Sciences,0018-6368
La Lettre Clandestine,Classiques Garnier Diffusion,1242-3912(Paper)2271-720X(Online)
La Lettre d'Emmaüs France,Emmaus France,1767-7408
La lettre de l'APCMA,APCMA,
La Lettre de Médecine Physique et de Réadaptation,Springer Science+Business Media B.V.,1778-4298(Paper)1778-4301(Online)
La Lettre des Achats,Mille Sources Communication,1246-1660
La Lettre du Comité d’Histoire,CHATEFP,
LA LEY Penal,Wolters Kluwer Espana,1697-5758(Paper)2254-903X(Online)
La Lingua Italiana,Fabrizio Serra editore,1724-9074(Paper)1826-8080(Online)
La mise en œuvre de la Convention anti-corruption de l'OCDE,OECD Publications Centre,(Paper)1814-9960(Online)
La Revista de Biología Marina y Oceanografía,Universidad de Valparaiso,0717-3326(Paper)0718-1957(Online)
La Revue d'Homéopathie,Elsevier Masson SAS,1878-9730
La Revue de l'infirmière,Elsevier Masson SAS,1293-8505
La Revue de Médecine Légale,Elsevier Masson SAS,1878-6529
La revue de santé scolaire et universitaire,Elsevier Masson SAS,1879-3991
La Revue Des Echanges de L'Association Francophone Internationale des Directeurs D'Etablissements Scolaires,L'Association Francophone Internationale des Directeurs D'Etablissements,0822-8329
"La Revue des Sciences de Gestion, Direction et Gestion",EDP Sciences,1160-7742
La Revue du Barreau,Editions Yvon Blais Inc.,0383-669X(Paper)2290-8269(Online)
La Revue du Medicament,Sekur,
La Revue du Praticien,Global Media Sante,0035-2640
La Revue du Praticien Medecine Générale,Global Media Sante,0989-2737
La Revue Fiduciaire Comptable,Groupe Revue Fiduciaire,0396-3640
La Revue Gestion et Organisation,Elsevier Science,(Paper)2214-4234(Online)
La Rivista Italiana della Medicina di Laboratorio,Springer Science+Business Media B.V.,1825-859X(Paper)2039-6821(Online)
La Rivista Italiana di Cure Palliative," SICP",2036-8399
La santé de l'homme,INPES,0151-1998
La Tribune de l'Art,The Art Tribune,2108-6362
Lab Animal,Nature Publishing Group,0093-7355(Paper)1548-4475(Online)
Lab on a Chip - Miniaturisation for Chemistry and Biology,The Royal Society of Chemistry,1473-0197(Paper)1473-0189(Online)
Labor & Employment Law Forum,Washington College Law/Journal Admin,(Paper)2159-0400(Online)
Labor and Employment Law Library,Bloomberg BNA,
Labor History,Routledge,0023-656X(Paper)1469-9702(Online)
Labor Relations Week,Bloomberg BNA,0891-4141(Paper)1522-8819(Online)
"Earth, Moon, and Planets",Springer Science+Business Media B.V.,0167-9295(Paper)1573-0794(Online)
"Earth, Planets and Space",Maruzen Company Ltd,1343-8832
"Earth, Planets and Space",Springer Science+Business Media B.V.,1343-8832(Paper)1880-5981(Online)
Earth-Science Reviews,Elsevier Science,0012-8252
earthmatters,CSIRO Publishing,1448-336X(Paper)1835-0178(Online)
Earthquake Engineering & Structural Dynamics,"John Wiley & Sons, Ltd",0098-8847(Paper)1096-9845(Online)
Earthquake Engineering and Engineering Vibration,Springer Science+Business Media B.V.,1671-3664(Paper)1993-503X(Online)
Earthquake Science,Springer Science+Business Media B.V.,1674-4519(Paper)1867-8777(Online)
Earthquake Spectra,Earthquake Engineering Research Institute,8755-2930
Earthquakes and Structures,Techno-Press,
Earthshine: A Poetry Journal,Earthshine,
EAS Publications Series,EDP Sciences,1633-4760(Paper)1638-1963(Online)
East African Agricultural and Forestry Journal,Taylor & Francis,0012-8325(Paper)2313-450X(Online)
East African Geographical Review,Taylor & Francis,0070-7961
East Asia,Springer Science+Business Media B.V.,1096-6838(Paper)1874-6284(Online)
East Asian Economic Perspectives,Japan Publications Trading Co,1348-0936
East Asian History,Research School of Pacific and Asian Studies,1036-6008
East Asian Journal of Popular Culture,Intellect Ltd,2051-7084(Paper)2051-7092(Online)
East Asian Journal on Applied Mathematics,Cambridge University Press (CUP),2079-7362(Paper)2079-7370(Online)
East Asian Journal on Applied Mathematics,Global Science Press Ltd ,2079-7362(Paper)2079-7370(Online)
East Asian Policy,World Scientific Publishing Co. Pte. Ltd.,1793-9305(Paper)2251-3175(Online)
East Asian Pragmatics,Equinox Publishing Ltd.,2055-7752(Paper)2055-7760(Online)
East Asian Publishing and Society,Brill Academic Publishers,2210-6278(Paper)2210-6286(Online)
"East Asian Science, Technology and Society: An International Journal",Duke University Press,1875-2160(Paper)1875-2152(Online)
"East Asian Science, Technology and Society: An International Journal",Springer Science+Business Media B.V.,1875-2160(Paper)1875-2152(Online)
"East Asian Science, Technology and Society: an International Journal (Project Muse)",Duke University Press,1875-2160(Paper)1875-2152(Online)
East Central Europe,Brill Academic Publishers,0094-3037(Paper)1876-3308(Online)
East European Jewish Affairs,Routledge,1350-1674(Paper)1743-971X(Online)
East European Politics,Taylor & Francis,2159-9165(Paper)2159-9173(Online)
East European Politics and Societies,SAGE Publications,0888-3254(Paper)1533-8371(Online)
East/West: Journal of Ukrainian Studies,Canadian Institute of Ukrainian Studies,2292-7956
Eastern Africa Social Science Research Review,Johns Hopkins University Press,1027-1775(Paper)1684-4173(Online)
Eastern African Literary and Cultural Studies,Taylor & Francis,2327-7408(Paper)2327-7416(Online)
Eastern Christian Art,Peeters Publishers,1781-0930
Eastern Economic Journal,Palgrave Macmillan,0094-5056(Paper)1939-4632(Online)
Eastern Europe Reporter,Bloomberg BNA International,1058-7365
Eastern European Countryside,De Gruyter,1232-8855(Paper)2300-8717(Online)
Eastern European Economics,Taylor & Francis,0012-8775(Paper)1557-9298(Online)
Eastman Notes,"University of Rochester, Eastman School of Music",
Easyriders,Paisano Publications,0046-0990
"Eating and Weight Disorders: Studies on Anorexia, Bulimia and Obesity",Springer Science+Business Media B.V.,1124-4909(Paper)1590-1262(Online)
Eating Behaviors,Elsevier Science,1471-0153
Eating Disorders,Routledge,1064-0266(Paper)1532-530X(Online)
Eating Disorders Today,Gurze Books,
EAU Update Series,Elsevier Science,1570-9124
EAU-EBU Update Series,Elsevier Science,1871-2592
EBioMedicine,Elsevier Science,(Paper)2352-3964(Online)
"Ebre 38: revista internacional de la Guerra Civil, 1936-1939",Universidad de Barcelona,1696-2672
EC Corporate Tax Law,IBFD Publications Bv,
EC Tax Review,Kluwer Law International/NE,0928-2750
eCampus News,eSchool Media,2156-2733(Paper)2156-2741(Online)
ecancermedicalscience,European Institute of Oncology,(Paper)1754-6605(Online)
Ecclesial Practices,Brill Academic Publishers,2214-4463(Paper)2214-4471(Online)
Ecclesiastical Law Journal,Cambridge University Press (CUP),0956-618X(Paper)1751-8539(Online)
Ecclesiology,Brill Academic Publishers,1744-1366(Paper)1745-5316(Online)
Echelon Magazine,Echelon Magazine,
L'Echo du pas le Calais,Echo du pas le Calais,
Echo of the Four Winds,Native American International Caucas,1081-5333
Echo Research and Practice,BioScientifica Ltd,(Paper)2055-0464(Online)
ECHO: A music-centered journal,University of California at Los Angeles (UCLA),(Paper)1535-1807(Online)
Echocardiography,Wiley-Blackwell,0742-2822(Paper)1540-8175(Online)
Eckhart Review,Taylor & Francis,0969-3661
Eclética Química,Scielo Brazil,0100-4670(Paper)1678-4618(Online)
Eclogae Geologicae Helvetiae,Springer Science+Business Media B.V.,0012-9402(Paper)1420-9128(Online)
Eco-Management and Auditing,"John Wiley & Sons, Ltd",0968-9427(Paper)1099-0925(Online)
EcoAmericas,Fourth Street Press,
Ecography,Wiley-Blackwell,0906-7590(Paper)1600-0587(Online)
EcoHealth,Springer Science+Business Media B.V.,1612-9202(Paper)1612-9210(Online)
Ecohydrology,"John Wiley & Sons, Inc",1936-0584(Paper)1936-0592(Online)
Ecolé thématique de la Société Française de la Neutronique,EDP Sciences,2107-7223(Paper)2107-7231(Online)
Ecoloc - Gérer l'économie localement en Afrique - Evaluation et prospective,OECD Publications Centre,(Paper)1684-9078(Online)
Ecological & Environmental Anthropology,Ecological & Environmental Anthropology,(Paper)1554-2408(Online)
Ecological Applications,The Ecological Society of America,1051-0761(Paper)1939-5582(Online)
Ecological Chemistry and Engineering S,Towarzystwo Chemii i Inzynierii Ekologicznej,1898-6196
Ecological Chemistry and Engineering S,De Gruyter,1898-6196
Ecological Complexity,Elsevier Science,1476-945X(Paper)1476-9840(Online)
Ecological Economics,Elsevier Science,0921-8009
Ecological Engineering,Elsevier Science,0925-8574
Ecological Entomology,Wiley-Blackwell,0307-6946(Paper)1365-2311(Online)
Ecological Genetics and Genomics,Elsevier Science,2405-9854
Ecological Indicators,Elsevier Science,1470-160X
Ecological Informatics,Elsevier Science,1574-9541
Ecological Management and Restoration,Wiley-Blackwell,1442-7001(Paper)1442-8903(Online)
Ecological Modelling,Elsevier Science,0304-3800
Ecological Monographs,The Ecological Society of America,0012-9615(Paper)1557-7015(Online)
Ecological Processes,Springer Science+Business Media B.V.,2192-1709
Ecological Psychology,Routledge,1040-7413(Paper)1532-6969(Online)
Ecological Research,Wiley-Blackwell,0912-3814(Paper)1440-1703(Online)
Ecological Research,Springer Science+Business Media B.V.,0912-3814(Paper)1440-1703(Online)
Ecological Restoration,University of Wisconsin Press,1543-4060(Paper)1543-4079(Online)
Ecological Restoration (Project Muse),University of Wisconsin Press,1543-4060(Paper)1543-4079(Online)
The Ecologist,Ecosystems Limited,0261-3131
Ecology,The Ecological Society of America,0012-9658
Ecology and Evolution,Wiley-Blackwell,(Paper)2045-7758(Online)
Ecology and Society,Resilience Alliance Publications,(Paper)1708-3087(Online)
Ecology Letters,Wiley-Blackwell,1461-023X(Paper)1461-0248(Online)
Ecology of Food and Nutrition,Routledge,0367-0244(Paper)1543-5237(Online)
Ecology of Freshwater Fish,Wiley-Blackwell,0906-6691(Paper)1600-0633(Online)
Econ Focus,Federal Reserve Bank of Richmond ,2327-0241(Paper)2327-025X(Online)
Econo : Die Starken Seiten der Wirtschaft,Econo Rhein Neckar,
Econometric Reviews,Taylor & Francis,0747-4938(Paper)1532-4168(Online)
European Review of Agricultural Economics,Oxford University Press,0165-1587(Paper)1464-3618(Online)
European Review of Applied Sociology,De Gruyter,(Paper)2286-2552(Online)
European Review of Contract Law,De Gruyter,1614-9920(Paper)1614-9939(Online)
European Review of Economic History,Cambridge University Press (CUP),1361-4916(Paper)1474-0044(Online)
European Review of Economic History,Oxford University Press,1361-4916(Paper)1474-0044(Online)
European Review of History,Routledge,1350-7486(Paper)1469-8293(Online)
European Review of Private Law/Revue européenne de droit privé/Europäische Zeitschrift für Privatrecht,Kluwer Law International/NE,0928-9801
European Review of Social Psychology,Psychology Press,1046-3283(Paper)1479-277X(Online)
European Reviews of Aging and Physical Activity,Springer Science+Business Media B.V.,1813-7253(Paper)1861-6909(Online)
European Romantic Review,Routledge,1050-9585(Paper)1740-4657(Online)
European RTD Insight,British Council Information Centre,
European Security,Routledge,0966-2839(Paper)1746-1545(Online)
European Social and Political Research,University College London,
European Societies,Routledge,1461-6696(Paper)1469-8307(Online)
European Sociological Review,Oxford University Press,0266-7215(Paper)1468-2672(Online)
European Spatial Research and Policy,Versita,1231-1952
European Spine Journal,Springer Science+Business Media B.V.,0940-6719(Paper)1432-0932(Online)
European Sport Management Quarterly,Routledge,1618-4742(Paper)1746-031X(Online)
European State Aid Law Quarterly,Lexxion Verlagsgesell,1619-5272(Paper)2190-8184(Online)
European Stroke Journal,SAGE Publications,2396-9873(Paper)2396-9881(Online)
"European Studies: A Journal of European Culture, History and Politics (formerly Yearbook of European Studies)",Rodopi,1568-1858
European Surgery (Acta Chirurgica Austriaca),Springer Science+Business Media B.V.,1682-8631(Paper)1682-4016(Online)
European Surgical Research,S Karger AG,0014-312X(Paper)1421-9921(Online)
European Tax Service,Bloomberg BNA International,
European Taxation,IBFD Publications Bv,0014-3138
European Thyroid Journal,S Karger AG,2235-0640(Paper)2235-0802(Online)
European Tort Law Yearbook,De Gruyter,2190-7773(Paper)2190-7781(Online)
European Trainer,Anderson & Co. Publishing Ltd.,
European Transactions on Electrical Power,"John Wiley & Sons, Ltd",1430-144X(Paper)1546-3109(Online)
European Transactions on Telecommunications,"John Wiley & Sons, Ltd",1124-318X(Paper)1541-8251(Online)
European Transport Research Review,Springer Science+Business Media B.V.,1867-0717(Paper)1866-8887(Online)
European Union Politics,SAGE Publications,1465-1165(Paper)1741-2757(Online)
European Urban and Regional Studies,SAGE Publications,0969-7764
European Urology,S Karger AG,0302-2838(Paper)1873-7560(Online)
European Urology,Elsevier Science,0302-2838(Paper)1421-993X(Online)
European Urology Focus,Elsevier Science,2405-4569
European Urology Supplements,Elsevier Science,1569-9056
European View,Springer Science+Business Media B.V.,1781-6858(Paper)1865-5831(Online)
European work and organizational psychologist,Psychology Press,0960-2003
European Yearbook of Minority Issues,Brill Academic Publishers,1570-7865(Paper)2211-6117(Online)
European Yearbook of the History of Psychology,Brepols Publishers,2295-5267
Europhysics Letters,EDP Sciences,0295-5075(Paper)1286-4854(Online)
Europhysics News,Springer Science+Business Media B.V.,0531-7479(Paper)1432-1092(Online)
Europhysics News,EDP Sciences,0531-7479
EUROSLA Yearbook,John Benjamins BV,1568-1491(Paper)1569-9749(Online)
Eurosurveillance,Eurosurveillance,1025-496X(Paper)1560-7917(Online)
Euskera,Real Academia de Lengua Vasca,0210-1564
Eutifrone,Fabrizio Serra editore,1972-6163(Paper)2039-2397(Online)
Evaluation,SAGE Publications,1356-3890
Evaluation & Research in Education,Routledge,0950-0790(Paper)1747-7514(Online)
Evaluation and Program Planning,Elsevier Science,0149-7189
Evaluation and the Health Professions,SAGE Publications,0163-2787(Paper)1552-3918(Online)
Evaluation in Education,Elsevier Science,0191-765X
Evaluation in Education. International Progress,Elsevier Science,0145-9228
Evaluation Journal of Australasia,Australasian Evaluation Society,1035-719x
Evaluation Practice,Elsevier Science,0886-1633
Evaluation Review,SAGE Publications,0193-841X(Paper)1552-3926(Online)
Evangelical Missions Quarterly (EMQ),Evangelical Missions Information Services,0014-3359
Evangelical Review of Society and Politics,Evangelical Review of Society and Politics,1750-2217(Paper)1750-2225(Online)
Evangelical Review of Theology and Politics,Evangelical Review of Society and Politics,
Evangelische Theologie,Guetersloher Verlagshaus ,0014-3502(Paper)2198-0470(Online)
EVCA Yearbook,European Venture Capital Association (EVCA),1781-1376
Event Management,Cognizant Communication Corporation,1525-9951
Every Child Journal,"Imaginative Minds, Ltd.",2041-0840
"Evidence & Policy: A Journal of Research, Debate and Practice",Policy Press,1744-2648(Paper)1744-2656(Online)
Evidence-based HRM: a Global Forum for Empirical Scholarship,Emerald Group Publishing Ltd,2049-3983(Paper)2049-3991(Online)
Evidence Based Library and Information Practice,University Of Alberta,(Paper)1715-720X(Online)
Evidence Based Midwifery,McMillan-Scott Subscriber Services,1479-4489
Evidence-Based Spine-Care Journal,Georg Thieme Verlag Stuttgart,1663-7976(Paper)1869-4136(Online)
