ShortName,LongName,Issn
WORLD JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND SUSTAINABLE DEVELOPMENT,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",2042-5961
WORLD JOURNAL OF ENVIRONMENTAL BIOSCIENCES,"EURESIAN PUBLICATIONS, SAWANT VIHAR, PHASE II, G-118, KATRAJ, MAHARASHTRA, INDIA, PUNE, 416 007",2277-8047
WORLD JOURNAL OF GASTROENTEROLOGY,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",1007-9327
WORLD JOURNAL OF GASTROINTESTINAL ENDOSCOPY,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",1948-5190
WORLD JOURNAL OF GASTROINTESTINAL SURGERY,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",1948-9366
WORLD JOURNAL OF MENS HEALTH,"KOREAN SOC SEXUAL MEDICINE & ANDROLOGY, DEPT UROLOGY, CHONNAM NATL UNIV MEDICAL SCH, 671 JEBONG-RO, DONG-GU, GWANGJU, SOUTH KOREA, 501-757",2287-4208
WORLD JOURNAL OF META-ANALYSIS,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",2308-3840
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0959-3993
WORLD JOURNAL OF PEDIATRICS,"ZHEJIANG UNIV SCH MEDICINE, CHILDRENS HOSPITAL, 57 ZHUGAN XIANG, HANGZHOU, PEOPLES R CHINA, 310003",1708-8569
WORLD JOURNAL OF SCIENCE TECHNOLOGY AND SUSTAINABLE DEVELOPMENT,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",2042-5953
WORLD JOURNAL OF SURGERY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0364-2313
WORLD JOURNAL OF SURGICAL ONCOLOGY,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1477-7819
WORLD JOURNAL OF UROLOGY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0724-4983
WORLD LITERATURE STUDIES,"SLOVAK ACADEMIC PRESS LTD, PO BOX 57 NAM SLOBODY 6, BRATISLAVA, SLOVAKIA, 810 05",1337-9275
WORLD LITERATURE TODAY,"UNIV OKLAHOMA PRESS, UNIVERSITY PRESS BUILDING, 1005 ASP AVE, NORMAN, USA, OK, 73019",0196-3570
WORLD MEDICAL & HEALTH POLICY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1948-4682
WORLD MYCOTOXIN JOURNAL,"WAGENINGEN ACADEMIC PUBLISHERS, PO BOX 220, WAGENINGEN, NETHERLANDS, 6700 AE",1875-0710
WORLD NEUROSURGERY,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",1878-8750
WORLD OF MEDICINE AND BIOLOGY,"SCIENTIFIC SOC ANATOMISTS HISTOLOGISTS & EMBRYOLOGISTS UKRAINE, VUL SEVASTOPOLSKA 17, DNIPROPETROVSK, UKRAINE, 49005",2079-8334
WORLD OF MUSIC-NEW SERIES,"VWB-VERLAG WISSENSCHAFT & BILDUNG, URBANSTRASSE 71, BERLIN, GERMANY, D-10967",0043-8774
WORLD PATENT INFORMATION,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0172-2190
WORLD POLITICS,"CAMBRIDGE UNIV PRESS, 32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",0043-8871
WORLD PSYCHIATRY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1723-8617
WORLD RABBIT SCIENCE,"UNIV POLITECNICA VALENCIA, DEPT CIENCIA ANIMAL, PO BOX 22012, VALENCIA, SPAIN, 46071",1257-5011
WORLD REVIEW OF NUTRITION AND DIETETICS,"KARGER, POSTFACH, BASEL, SWITZERLAND, CH-4009",0084-2230
WORLD REVIEW OF POLITICAL ECONOMY,"PLUTO JOURNALS, C/O MARSTON BOOK SERVICES LTD, PO BOX 269 ABINGDON, OXFORDSHIRE, ENGLAND, OX14 4YN",2042-891X
WORLD TRADE REVIEW,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",1474-7456
WORLD WIDE WEB JOURNAL OF BIOLOGY,"EPRESS INC, 130 UNION TERRACE LA, PLYMOUTH, USA, MN, 55441",****-****
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1386-145X
WORLDS POULTRY SCIENCE JOURNAL,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",0043-9339
WORLDVIEWS ON EVIDENCE-BASED NURSING,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1545-102X
WORLDVIEWS-GLOBAL RELIGIONS CULTURE AND ECOLOGY,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",1363-5247
WORLDWIDE HOSPITALITY AND TOURISM THEMES,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1755-4217
WOUND REPAIR AND REGENERATION,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1067-1927
WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,"H M P COMMUNICATIONS, 83 GENERAL WARREN BLVD, STE 100, MALVERN, USA, PA, 19355",1044-7946
WPA NEWS,"WORLD PHEASANT ASSOC, NEWCASTLE UNIV, BIOL FIELD STATION, CLOSE HOUSE ESTATE, HEDDON-ON-THE-WALL, NEWCASTLE UPON TYNE, ENGLAND, NE15 0HT",0963-3278
WPOM-WORKING PAPERS ON OPERATIONS MANAGEMENT,"UNIV POLITECNICA VALENCIA, DEPT CIENCIA ANIMAL, PO BOX 22012, VALENCIA, SPAIN, 46071",1989-9068
WRITING & PEDAGOGY,"EQUINOX PUBLISHING LTD, 415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX",1756-5839
WRITTEN COMMUNICATION,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0741-0883
WRITTEN LANGUAGE AND LITERACY,"JOHN BENJAMINS PUBLISHING CO, PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME",1387-6732
WSPOLCZESNA ONKOLOGIA-CONTEMPORARY ONCOLOGY,"TERMEDIA PUBLISHING HOUSE LTD, KLEEBERGA ST 2, POZNAN, POLAND, 61-615",1428-2526
WUHAN DAXUE XUEBAO-YIXUE BAN,"WUHAN UNIV JOURNALS PRESS, DONGHU RD, 155, WUHAN, PEOPLES R CHINA, HUBEI, 430072",1671-8852
WUHAN UNIVERSITY JOURNAL OF NATURAL SCIENCES,"WUHAN UNIV JOURNALS PRESS, DONGHU RD, 155, WUHAN, PEOPLES R CHINA, HUBEI, 430072",1007-1202
WULFENIA,"LANDESMUSEUM KARNTEN, MUSEUMGASSE 2, KLAGENFURT, AUSTRIA, A-9021",1561-882X
WUYI SCIENCE JOURNAL,"FUJIAN AGRICULTURAL UNIV, FUZHOU, PEOPLES R CHINA, FUJIAN PROVINCE, 350002",1001-4276
X-RAY SPECTROMETRY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0049-8246
XENOBIOTICA,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",0049-8254
XENOPHORA,"ASSOC FRANC CONCHYL, B. P. NO 307, PARIS, FRANCE, F-75770",0755-8198
XENOTRANSPLANTATION,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0908-665X
XIBEI DIZHI,"CHINESE ACAD GEOLOGICAL SCIENCES, 166 EAST YOUYI RD, XI'AN, PEOPLES R CHINA, 710054",1009-6248
XIBEI SHIFAN DAXUE XUEBAO-ZIRAN KEXUE BAN,"NORTHWEST NORMAL UNIV, 805 EASTERN ANNING RD, LANZHOU, PEOPLES R CHINA, GANSU PROVINCE, 00000",1001-988X
XINAN DAXUE XUEBAO ZIRAN KEXUE BAN,"SOUTHWEST UNIV, SOUTHWEST UNIV, CHONGQING, PEOPLES R CHINA, 400715",1673-9868
XINJIANG NONGYE DAXUE XUEBAO,"XINJIANG NONGYE DAXUE, 42, NANCHANG LU, URUMAI, PEOPLES R CHINA, 830052",1007-8614
XINJIANG NONGYE KEXUE,"CHINA INT BOOK TRADING CORP, 35 CHEGONGZHUANG XILU, HAIDAN DISTRICT, PO BOX 399, BEIJING, PEOPLES R CHINA, 100044",1001-4330
XINYANG SHIFAN XUEYUAN XUEBAO ZIRAN KEXUE BAN,"XINYANG NORMAL UNIV, XINYANG NORMAL UNIV, XINYANG, PEOPLES R CHINA, HENAN, 464000",1003-0972
XUMU SHOUYI XUEBAO-ACTA VETERINARIA ET ZOOTECHNICA SINICA,"CHINA INT BOOK TRADING CORP, PO BOX 399, BEIJING, PEOPLES R CHINA",0366-6964
YADORIGA,"LEPIDOPTEROLOGICAL SOC JAPAN, TOKYO OFFICE, 5-20, MOTOYOKOYAMA 2, HACHIOJI, TOKYO, JAPAN, 192-0063",0513-417X
YAKHAK HOEJI,"PHARMACEUTICAL SOC KOREA, 1489-3 SUHCHO-DONG, SUHCHO-KU, SEOUL, SOUTH KOREA, 137-071",0377-9556
YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,"PHARMACEUTICAL SOC JAPAN, 2-12-15 SHIBUYA, SHIBUYA-KU, TOKYO, JAPAN, 150-0002",0031-6903
YAKUZAIGAKU,"ACAD PHARMACEUTICAL SCIENCE TECHNOLOGY, JAPAN-APST J, NIHON GAKKAI JIMU SANTA, 16-9, HONKOMAGOME 5-CHOME, TOKYO, JAPAN, 00000",0372-7629
YALE FRENCH STUDIES,"YALE FRENCH STUDIES, C/O YALE UNIV PRESS 92A YALE STATION, NEW HAVEN, USA, CT, 06520",0044-0078
YALE JOURNAL OF BIOLOGY AND MEDICINE,"YALE J BIOLOGY MEDICINE, INC, 333 CEDAR ST, PO BOX 208000, NEW HAVEN, USA, CT, 06520-8000",0044-0086
YALE LAW JOURNAL,"YALE LAW J CO INC, 401-A YALE STATION, NEW HAVEN, USA, CT, 06520",0044-0094
YALE REVIEW,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0044-0124
YANGZHOU DAXUE XUEBAO NONGYE YU SHENGMING KEXUE BAN,"JIANGSU NONGYE YANJIU, 12 WENHUI EAST ROAD, YANGZHOU, PEOPLES R CHINA, 225009",1671-4652
YAQUINA STUDIES IN NATURAL HISTORY,"GAHMKEN PRESS, P. O. BOX 1467, NEWPORT, USA, OR, 97365",****-****
YEARBOOK FOR TRADITIONAL MUSIC,"INT COUNCIL TRADITIONAL MUSIC, UNIV LJUBLJANA, DEPT MUSICOLOGY, FACULTY ARTS, ASKERCEVA 2, LJUBLJANA, SLOVENIA, 1000",0740-1558
YEARBOOK OF COMPARATIVE AND GENERAL LITERATURE,"UNIV TORONTO PRESS INC, JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8",0084-3695
YEARBOOK OF PHRASEOLOGY,"WALTER DE GRUYTER GMBH, GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",1868-632X
YEAST,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0749-503X
JOURNAL OF IBERIAN GEOLOGY,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES, CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040",1698-6180
JOURNAL OF IMAB,"GOSPODIN ILIEV PEYTCHINSKI, ED & PUB, DROUJBA BL 116, PLEVEN, BULGARIA, 5806",1312-773X
JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,"I S & T - SOC IMAGING SCIENCE TECHNOLOGY, 7003 KILWORTH LANE, SPRINGFIELD, USA, VA, 22151",1062-3701
JOURNAL OF IMMERSION AND CONTENT-BASED LANGUAGE EDUCATION,"JOHN BENJAMINS PUBLISHING CO, PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME",2212-8433
JOURNAL OF IMMIGRANT & REFUGEE STUDIES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1556-2948
JOURNAL OF IMMIGRANT AND MINORITY HEALTH,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1557-1912
JOURNAL OF IMMUNOLOGICAL METHODS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0022-1759
JOURNAL OF IMMUNOLOGY,"AMER ASSOC IMMUNOLOGISTS, 9650 ROCKVILLE PIKE, BETHESDA, USA, MD, 20814",0022-1767
JOURNAL OF IMMUNOLOGY RESEARCH,"HINDAWI PUBLISHING CORP, 315 MADISON AVE 3RD FLR, STE 3070, NEW YORK, USA, NY, 10017",2314-8861
JOURNAL OF IMMUNOTHERAPY,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",1524-9557
JOURNAL OF IMMUNOTOXICOLOGY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1547-691X
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0308-6534
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1388-3127
JOURNAL OF INDIAN ASSOCIATION FOR CHILD AND ADOLESCENT MENTAL HEALTH,"INDIAN ASSOC CHILD & ADOLESCENT MENTAL HEALTH, C/O VIVEK AGARWAL, EDITOR, B-1, 10-69, SECTOR K, ALIGANJ, LUCKNOW, INDIA, 226 024",0973-1342
JOURNAL OF INDIAN BUSINESS RESEARCH,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1755-4195
JOURNAL OF INDIAN COUNCIL OF PHILOSOPHICAL RESEARCH,"SPRINGER INDIA, 7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",0970-7794
JOURNAL OF INDIAN GEOPHYSICAL UNION,"INDIAN GEOPHYSICAL UNION-IGU, NGRI, UPPAL RD, HYDERABAD, INDIA, 500 007",0257-7968
JOURNAL OF INDIAN PHILOSOPHY,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0022-1791
JOURNAL OF INDIVIDUAL DIFFERENCES,"HOGREFE & HUBER PUBLISHERS, MERKELSTR 3, GOTTINGEN, GERMANY, D-37085",1614-0001
JOURNAL OF INDO-EUROPEAN STUDIES,"INST STUDY MAN, 1133 13TH ST NW, STE C-2, WASHINGTON, USA, DC, 20005",0092-2323
JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",1226-086X
JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,"AMER INST MATHEMATICAL SCIENCES-AIMS, PO BOX 2604, SPRINGFIELD, USA, MO, 65801-2604",1547-5816
JOURNAL OF INDUSTRIAL AND PRODUCTION ENGINEERING,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",2168-1015
JOURNAL OF INDUSTRIAL ECOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1088-1980
JOURNAL OF INDUSTRIAL ECONOMICS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0022-1821
JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT-JIEM,"UNIV POLITECNICA CATALUNYA, AVDA DIAGONAL 649, BARCELONA, SPAIN, 08028",2013-8423
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",1367-5435
JOURNAL OF INDUSTRIAL RELATIONS,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0022-1856
JOURNAL OF INDUSTRIAL TEXTILES,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",1528-0837
JOURNAL OF INEQUALITIES AND APPLICATIONS,"SPRINGER INTERNATIONAL PUBLISHING AG, GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",1029-242X
JOURNAL OF INEQUALITIES AND SPECIAL FUNCTIONS,"UNIV PRISHTINES, RR NENA TEREZE 5, PRISHTINE, KOSOVO, 10000",2217-4303
JOURNAL OF INFECTION,"W B SAUNDERS CO LTD, 32 JAMESTOWN RD, LONDON, ENGLAND, NW1 7BY",0163-4453
JOURNAL OF INFECTION AND CHEMOTHERAPY,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1341-321X
JOURNAL OF INFECTION AND PUBLIC HEALTH,"ELSEVIER SCIENCE LONDON, 84 THEOBALDS RD, LONDON, ENGLAND, WC1X 8RR",1876-0341
JOURNAL OF INFECTION IN DEVELOPING COUNTRIES,"J INFECTION DEVELOPING COUNTRIES, JIDC CENT OFF PORTO CONTE RICERCHE RES CTR, S P 55, PORTO CONTE CAPO CACCIA KM 8.400 LOC, TRAMANIGLIO, ITALY, 07041",1972-2680
JOURNAL OF INFECTIOUS DISEASES,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0022-1899
JOURNAL OF INFLAMMATION RESEARCH,"DOVE MEDICAL PRESS LTD, PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752",1178-7031
JOURNAL OF INFLAMMATION-LONDON,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1476-9255
JOURNAL OF INFORMATICS AND MATHEMATICAL SCIENCES,"RGN PUBL, A-251-1, OPPOSITE PRIMARY SCH, SHASTRI NAGAR, DELHI, INDIA, 110 052",0974-875X
JOURNAL OF INFORMATION & KNOWLEDGE MANAGEMENT,"WORLD SCIENTIFIC PUBL CO PTE LTD, 5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",0219-6492
JOURNAL OF INFORMATION & OPTIMIZATION SCIENCES,"ANALYTIC PUBL CO, F-23 MODEL TOWN, DELHI, INDIA, 110 009",0252-2667
JOURNAL OF INFORMATION ASSURANCE AND SECURITY,"DYNAMIC PUBLISHERS, INC, PO BOX 48654, ATLANTA, USA, GA, 30362-0654",1554-1010
JOURNAL OF INFORMATION DISPLAY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1598-0316
JOURNAL OF INFORMATION PROCESSING SYSTEMS,"KOREA INFORMATION PROCESSING SOC, 1002HO YONGSUNGBIZTEL 314-1 2GA HANKANGRO YONGSAN-GU, SEOUL, SOUTH KOREA, 140-750",1976-913X
JOURNAL OF INFORMATION SCIENCE,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0165-5515
JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,"INST INFORMATION SCIENCE, ACADEMIA SINICA, TAIPEI, TAIWAN, 115",1016-2364
JOURNAL OF INFORMATION SECURITY AND APPLICATIONS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",2214-2126
JOURNAL OF INFORMATION SYSTEMS,"AMER ACCOUNTING ASSOC, 5717 BESSIE DR, SARASOTA, USA, FL, 34233",0888-7985
JOURNAL OF INFORMATION TECHNOLOGY,"PALGRAVE MACMILLAN LTD, BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS",0268-3962
JOURNAL OF INFORMATION TECHNOLOGY & POLITICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",1933-1681
JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-INNOVATIONS IN PRACTICE,"INFORMING SCIENCE INST, 131 BROOKHILL CT, SANTA ROSA, USA, CA, 95409",2165-3151
JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH,"INFORMING SCIENCE INST, 131 BROOKHILL CT, SANTA ROSA, USA, CA, 95409",1547-9714
JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,"INT COUNCIL RESEARCH & INNOVATION BUILDING & CONSTRUCTION, KRUISPLEIN 25 G, PO BOX 1837, ROTTERDAM, NETHERLANDS, 3000 BV",1874-4753
JOURNAL OF INFORMATION TECHNOLOGY RESEARCH,"IGI GLOBAL, 701 E CHOCOLATE AVE, STE 200, HERSHEY, USA, PA, 17033-1240",1938-7857
JOURNAL OF INFORMETRICS,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1751-1577
JOURNAL OF INFRARED AND MILLIMETER WAVES,"SCIENCE PRESS, 16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",1001-9014
JOURNAL OF INFRARED MILLIMETER AND TERAHERTZ WAVES,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",1866-6892
JOURNAL OF INFRASTRUCTURE SYSTEMS,"ASCE-AMER SOC CIVIL ENGINEERS, 1801 ALEXANDER BELL DR, RESTON, USA, VA, 20191-4400",1076-0342
JOURNAL OF INFUSION NURSING,"LIPPINCOTT WILLIAMS & WILKINS, TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",1533-1458
JOURNAL OF INHERITED METABOLIC DISEASE,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0141-8955
JOURNAL OF INNATE IMMUNITY,"KARGER, ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",1662-811X
JOURNAL OF INNER MONGOLIA NORMAL UNIVERSITY NATURAL SCIENCE,"NEIMENGGU SHIDA XUEBAO, CHAOYANGLU, HUHHOT, PEOPLES R CHINA, 10022",1001-8735
JOURNAL OF INNOVATION & KNOWLEDGE,"ELSEVIER ESPANA S I, INFANTA MERCEDES 90, MADRID, SPAIN, 28020",2444-569X
JOURNAL OF INNOVATION ECONOMICS & MANAGEMENT,"DE BOECK UNIVERSITE, FOND JEAN-PAQUES 4,, LOUVAIN-LA-NEUVE, BELGIUM, B-1348",2032-5355
JOURNAL OF INNOVATIVE OPTICAL HEALTH SCIENCES,"WORLD SCIENTIFIC PUBL CO PTE LTD, 5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",1793-5458
JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1574-1443
JOURNAL OF INORGANIC BIOCHEMISTRY,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",0162-0134
JOURNAL OF INORGANIC MATERIALS,"SCIENCE PRESS, 16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",1000-324X
JOURNAL OF INSECT BEHAVIOR,"SPRINGER/PLENUM PUBLISHERS, 233 SPRING ST, NEW YORK, USA, NY, 10013",0892-7553
JOURNAL OF INSECT BIODIVERSITY,"INSECT BIODIVERSITY RESEARCH GROUP, ATATURK UNIV, FAC AGRICULTURE, PLANT PROTECTION DEPT, ERZURUM, TURKEY, 25240",2147-7612
JOURNAL OF INSECT BIOTECHNOLOGY AND SERICOLOGY,"JAPANESE SOC SERICULTURAL SCIENCE, OWASHI 1-2, TSUKUBA, JAPAN, IBARAKI, 305-8634, 00000",1346-8073
JOURNAL OF INSECT CONSERVATION,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1366-638X
JOURNAL OF INSECT PHYSIOLOGY,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0022-1910
JOURNAL OF INSECT SCIENCE,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",1536-2442
JOURNAL OF INSECT SCIENCE-LUDHIANA,"INDIAN SOC ADVANCEMENT INSECT SCIENCE, C/O V K DILAWARI, GENERAL SECRETARY, PUNJAB AGRICULTURAL UNIV (P A U), LUDHIANA, INDIA, PUNJAB, 00000",0970-3837
JOURNAL OF INSECTS AS FOOD AND FEED,"WAGENINGEN ACADEMIC PUBLISHERS, PO BOX 220, WAGENINGEN, NETHERLANDS, 6700 AE",2352-4588
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,"J C B MOHR, POSTFACH 2040, TUBINGEN, GERMANY, W-7400",0932-4569
JOURNAL OF INSTITUTIONAL ECONOMICS,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",1744-1374
JOURNAL OF INSTITUTIONAL STUDIES,"INT ASSOC INST RESEARCH, PUSHKINSKAYA UL, 43, KOMN 10, ROSTOV-ON-DON, RUSSIA, 00000",2076-6297
JOURNAL OF INSTRUMENTATION,"IOP PUBLISHING LTD, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",1748-0221
JOURNAL OF INTEGER SEQUENCES,"UNIV WATERLOO, DEPT COMPUTER SCIENCE, WATERLOO, CANADA, ON, NL2L 3G1",1530-7638
JOURNAL OF INTEGRAL EQUATIONS AND APPLICATIONS,"ROCKY MT MATH CONSORTIUM, ARIZ STATE UNIV, DEPT MATH, TEMPE, USA, AZ, 85287-1904",0897-3962
JOURNAL OF INTEGRATED CARE,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1476-9018
